alias,first_author,group,group_start,number_authors,sdi,times_cited,journal,pub_year,velocity,grant_product,Unknown,BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY,STATISTICS & PROBABILITY,"ENGINEERING, ELECTRICAL & ELECTRONIC","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",ROBOTICS,TELECOMMUNICATIONS,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",AUTOMATION & CONTROL SYSTEMS,MULTIDISCIPLINARY SCIENCES,PHARMACOLOGY & PHARMACY,CELL BIOLOGY,"COMPUTER SCIENCE, CYBERNETICS",NEUROSCIENCES,MATHEMATICS,ENVIRONMENTAL STUDIES,PLANNING & DEVELOPMENT,HISTORY,LAW,ENERGY & FUELS,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,POLITICAL SCIENCE,OBSTETRICS & GYNECOLOGY,REPRODUCTIVE BIOLOGY,ETHICS,MEDICAL ETHICS,SOCIAL ISSUES,"SOCIAL SCIENCES, BIOMEDICAL",INTERNATIONAL RELATIONS,ENVIRONMENTAL SCIENCES,REHABILITATION,"SOCIAL SCIENCES, INTERDISCIPLINARY",PUBLIC ADMINISTRATION,MANAGEMENT,"ENGINEERING, ENVIRONMENTAL",METEOROLOGY & ATMOSPHERIC SCIENCES,ECONOMICS,THERMODYNAMICS,SOCIOLOGY,"PHYSICS, APPLIED","MATERIALS SCIENCE, MULTIDISCIPLINARY",NANOSCIENCE & NANOTECHNOLOGY,CRYSTALLOGRAPHY,"PHYSICS, CONDENSED MATTER","CHEMISTRY, MULTIDISCIPLINARY",OPTICS,INSTRUMENTS & INSTRUMENTATION,BIOCHEMISTRY & MOLECULAR BIOLOGY,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","COMPUTER SCIENCE, INFORMATION SYSTEMS","COMPUTER SCIENCE, THEORY & METHODS","EDUCATION, SCIENTIFIC DISCIPLINES","PHYSICS, MULTIDISCIPLINARY","CHEMISTRY, PHYSICAL",POLYMER SCIENCE,"CHEMISTRY, ORGANIC","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","MEDICINE, RESEARCH & EXPERIMENTAL",BIOTECHNOLOGY & APPLIED MICROBIOLOGY,CELL & TISSUE ENGINEERING,HEMATOLOGY,ONCOLOGY,GENETICS & HEREDITY,TOXICOLOGY,BIOCHEMICAL RESEARCH METHODS,"CHEMISTRY, ANALYTICAL","MEDICINE, GENERAL & INTERNAL",ELECTROCHEMISTRY,SPECTROSCOPY,"GEOSCIENCES, MULTIDISCIPLINARY",AGRICULTURAL ENGINEERING,ASTRONOMY & ASTROPHYSICS,MARINE & FRESHWATER BIOLOGY,ECOLOGY,MICROBIOLOGY,OCEANOGRAPHY,"ENGINEERING, BIOMEDICAL","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",FISHERIES,PLANT SCIENCES,"ENGINEERING, CHEMICAL",BIOPHYSICS,DEVELOPMENTAL BIOLOGY,EVOLUTIONARY BIOLOGY,MYCOLOGY,RESPIRATORY SYSTEM,PHYSIOLOGY,SPORT SCIENCES,"ENGINEERING, MECHANICAL","MATERIALS SCIENCE, BIOMATERIALS","CHEMISTRY, MEDICINAL",PEDIATRICS,MECHANICS,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",TRANSPORTATION,GEOGRAPHY,"ENGINEERING, CIVIL",TRANSPORTATION SCIENCE & TECHNOLOGY,URBAN STUDIES,CONSTRUCTION & BUILDING TECHNOLOGY,OPHTHALMOLOGY,"PSYCHOLOGY, APPLIED","GEOGRAPHY, PHYSICAL",FORESTRY,BIODIVERSITY CONSERVATION,WATER RESOURCES,"PHYSICS, MATHEMATICAL","MATHEMATICS, APPLIED","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","PHYSICS, FLUIDS & PLASMAS",METALLURGY & METALLURGICAL ENGINEERING,"MATERIALS SCIENCE, COATINGS & FILMS",IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,REMOTE SENSING,AGRONOMY,LIMNOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",ENDOCRINOLOGY & METABOLISM,"CHEMISTRY, INORGANIC & NUCLEAR","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SOCIAL SCIENCES, MATHEMATICAL METHODS",FAMILY STUDIES,HEALTH CARE SCIENCES & SERVICES,MEDICAL INFORMATICS,PSYCHOLOGY,"PSYCHOLOGY, SOCIAL",ERGONOMICS,AGRICULTURAL ECONOMICS & POLICY,"BUSINESS, FINANCE",BUSINESS,"DENTISTRY, ORAL SURGERY & MEDICINE",OPERATIONS RESEARCH & MANAGEMENT SCIENCE,"ENGINEERING, INDUSTRIAL","ENGINEERING, MULTIDISCIPLINARY","MATERIALS SCIENCE, CERAMICS",GEOCHEMISTRY & GEOPHYSICS,"AGRICULTURE, MULTIDISCIPLINARY",VETERINARY SCIENCES,GEOLOGY,ZOOLOGY,INDUSTRIAL RELATIONS & LABOR,"ENGINEERING, MANUFACTURING","MATERIALS SCIENCE, COMPOSITES",NUCLEAR SCIENCE & TECHNOLOGY,IMMUNOLOGY,ANATOMY & MORPHOLOGY,ACOUSTICS,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",PALEONTOLOGY,PATHOLOGY,ORTHOPEDICS,SURGERY,UROLOGY & NEPHROLOGY,CRITICAL CARE MEDICINE,EMERGENCY MEDICINE,DERMATOLOGY,NUTRITION & DIETETICS,INFECTIOUS DISEASES,RHEUMATOLOGY,FOOD SCIENCE & TECHNOLOGY,"CHEMISTRY, APPLIED",TROPICAL MEDICINE,PERIPHERAL VASCULAR DISEASE,CLINICAL NEUROLOGY,GASTROENTEROLOGY & HEPATOLOGY,ANESTHESIOLOGY,SOIL SCIENCE,"MATERIALS SCIENCE, TEXTILES",NEUROIMAGING,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",ALLERGY,"EDUCATION, SPECIAL","PSYCHOLOGY, DEVELOPMENTAL",EDUCATION & EDUCATIONAL RESEARCH,"PSYCHOLOGY, EDUCATIONAL","HUMANITIES, MULTIDISCIPLINARY",MINERALOGY,GERIATRICS & GERONTOLOGY,TRANSPLANTATION,AREA STUDIES,"ENGINEERING, AEROSPACE",MEDICAL LABORATORY TECHNOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,"PSYCHOLOGY, CLINICAL",MICROSCOPY,"HOSPITALITY, LEISURE, SPORT & TOURISM","PSYCHOLOGY, MATHEMATICAL",HISTORY & PHILOSOPHY OF SCIENCE,PHILOSOPHY,HEALTH POLICY & SERVICES,NURSING,PSYCHIATRY,SUBSTANCE ABUSE,GERONTOLOGY,DEMOGRAPHY,SOCIAL WORK,WOMENS STUDIES,BEHAVIORAL SCIENCES,CULTURAL STUDIES,"MATERIALS SCIENCE, PAPER & WOOD",COMMUNICATION,ENTOMOLOGY,OTORHINOLARYNGOLOGY,"PHYSICS, NUCLEAR","PHYSICS, PARTICLES & FIELDS",ANDROLOGY,"ENGINEERING, OCEAN",ANTHROPOLOGY,ARCHAEOLOGY,HORTICULTURE,"PSYCHOLOGY, BIOLOGICAL",VIROLOGY,"PSYCHOLOGY, EXPERIMENTAL",MINING & MINERAL PROCESSING,ART,INFORMATION SCIENCE & LIBRARY SCIENCE,"ENGINEERING, GEOLOGICAL","ENGINEERING, MARINE",AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,LINGUISTICS,PRIMARY HEALTH CARE,"ENGINEERING, PETROLEUM","FILM, RADIO, TELEVISION",ETHNIC STUDIES,ARCHITECTURE,CRIMINOLOGY & PENOLOGY,"MEDICINE, LEGAL",PARASITOLOGY,ORNITHOLOGY,INTEGRATIVE & COMPLEMENTARY MEDICINE,THEATER,RELIGION,HISTORY OF SOCIAL SCIENCES,LITERATURE,LOGIC,LANGUAGE & LINGUISTICS,LITERARY THEORY & CRITICISM,LITERARY REVIEWS,FOLKLORE,CLASSICS,MUSIC,MEDIEVAL & RENAISSANCE STUDIES
T1997,FALSE,A,2011,3,0.127555556,1,DATA KNOWL. ENG.,2012,0.166666667,Post,37,,,,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,
T646,FALSE,B,2007,4,0.229231884,12,PHYS. CHEM. CHEM. PHYS.,2012,2,Post,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,,,,,,,,3,47,,9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T344,FALSE,E,2011,3,0,0,BIOPHYS. J.,2010,0,Pre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1691,FALSE,A,2011,3,0.103447368,1,J. VIS. LANG. COMPUT.,2011,0.142857143,Pre,32,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T318,FALSE,E,2011,7,0.404050505,14,NANOTECHNOLOGY,2014,3.5,Post,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,,2,16,,,5,,,,,,7,,1,1,,3,,,,,,4,3,,1,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1025,FALSE,D,2010,3,0.228282178,8,J. GLACIOL.,2014,2,Post,12,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,2,11,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2159,FALSE,E,2011,3,0.500727612,5,SOFT MATTER,2016,2.5,Post,6,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,2,,,,,,,,,20,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,7,1,,7,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1191,FALSE,E,2011,3,0.379875,0,SOFT MATTER,2017,0,Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1988,TRUE,D,2010,1,0.477878571,3,ECOL. SOC.,2015,1,Post,22,1,,,,,,,,,2,,,,,,10,2,,,,,,,,,,,,,5,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,3,,,,,,,,,,1,,,,,,,,,,1,,3,,,3,,,,1,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3106,FALSE,ERROR,ERROR,6,0.576515,11,APPETITE,2013,2.2,ERROR,10,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,1,,,11,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2041,FALSE,E,2011,4,0,0,BIOL. REPROD.,2011,0,Pre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T308,FALSE,B,2007,2,0.588140152,55,CURR. ALZHEIMER RES.,2008,5.5,Post,3,1,,,,,,,,,4,1,10,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,,,,,,4,1,,,1,1,,1,,,,,,,,,,,,,,,,,10,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,2,,,,,,2,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2367,FALSE,D,2010,6,0.67344,0,PLOS ONE,2017,0,Post,22,2,1,2,,,,,,,5,,,,,,15,1,,,,,,,,,,,,,16,,2,2,,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,18,,,,,,,1,,,,,,,,,,,,,2,,6,2,,3,,,,3,24,3,3,,,1,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1119,FALSE,A,2011,2,0.27069697,1,J. VIS. COMMUN. IMAGE REPRESENT.,2006,0.083333333,Pre,9,,,,16,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1343,FALSE,C,2009,5,0,0,FASEB J.,2008,0,Pre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3220,FALSE,A,2011,2,0.48984375,7,MULTIMED. TOOLS APPL.,2008,0.7,Pre,19,,,,,,,,1,,1,1,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1726,FALSE,C,2009,18,0.296333333,69,CHEM. MAT.,2012,11.5,Post,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3349,FALSE,E,2011,12,0.552201835,15,J. AM. CHEM. SOC.,2015,5,Post,3,,1,,,,,,,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18,,,33,,,,1,,,,1,1,,5,,,,,,7,,,,5,,,,,,3,,,,,,,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1557,FALSE,E,2011,3,0,0,ABSTR. PAP. AM. CHEM. SOC.,2010,0,Pre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2441,FALSE,E,2011,3,0,0,ABSTR. PAP. AM. CHEM. SOC.,2014,0,Post,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2583,FALSE,C,2009,3,0.35481405,72,CURR. OPIN. CHEM. BIOL.,2013,14.4,Post,2,,,,,,,,,,16,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,8,,,,,,,,,,,58,,,,,,5,,,,,,1,,,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3454,FALSE,C,2009,4,0.319109091,25,J. SOL-GEL SCI. TECHNOL.,2011,3.571428571,Post,4,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,13,3,,2,5,,,,,,,,,16,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2260,FALSE,C,2009,4,0.372753086,5,ADV. FUNCT. MATER.,2017,5,Post,1,,,,,,,,,,8,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,1,11,4,,,5,,,,,,,,,8,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T847,FALSE,C,2009,4,0.072027027,85,ANGEW. CHEM.-INT. EDIT.,2011,12.14285714,Post,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1038,FALSE,D,2010,11,0.478773256,3,BIOGEOCHEMISTRY,2016,1.5,Post,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3119,FALSE,B,2007,6,0.421830409,20,SENS. ACTUATOR B-CHEM.,2007,1.818181818,Pre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,1,,,,,,,,,4,,,,,,,,,1,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T299,FALSE,C,2009,3,0.660444444,6,AM. J. CARDIOL.,2007,0.545454545,Pre,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T620,FALSE,ERROR,ERROR,4,0.291642857,31,APPL. PHYS. LETT.,2006,2.583333333,ERROR,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2806,FALSE,C,2009,7,0.25927907,14,ADV. ENERGY MATER.,2013,2.8,Post,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,15,19,2,,13,5,,,,,,,,,10,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3081,FALSE,C,2009,3,0.335756757,939,NATURE,2008,93.9,Pre,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,9,,,,,,,,,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T492,FALSE,D,2010,5,0.319,4,WATER AIR SOIL POLLUT.,2010,0.5,Pre,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2621,FALSE,D,2010,14,0.474267606,269,FRONT. ECOL. ENVIRON.,2009,29.88888889,Pre,11,2,,,,,,,,,7,,1,,,,1,,,,,,,,,,,,,,4,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,14,8,,6,,,,5,,,,,,,,,,,,,1,,,,,,,,,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T474,FALSE,ERROR,ERROR,2,0.255625,48,J. APPL. PHYS.,2011,6.857142857,ERROR,4,,,,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,4,,3,,3,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
